fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.77,0.4631,0.1688,3.2200706960442296,0.0900479307082398,11.791541154598413,42.12,0.9993,3.31,0.73,12.57,9
8.35,0.5813,0.229,4.587698764457997,0.071188255715283,20.16022898941065,37.95,0.9946,3.33,0.53,9.8,8
5.5,0.5044,0.2626,3.883315803099284,0.077125522135207,23.99312534464864,30.91,0.9979,3.37,0.59,9.52,7
6.16,0.4901,0.3211,3.204485009134088,0.107725328730744,21.51856696651513,49.93,0.9982,3.16,0.61,9.29,7
5.55,0.646,0.2928,3.2195409507183848,0.0575243731147027,10.48921695024207,43.84,0.9953,3.36,0.41,9.07,7
5.72,0.349,0.2108,2.668934153902768,0.0955964357311735,4.8146176206608295,47.11,0.9966,3.22,0.68,10.8,8
7.35,0.4238,0.2747,2.3377562378072785,0.0778585712956964,11.136404281827318,37.81,0.9963,3.3,0.55,12.32,9
5.28,0.4383,0.2533,2.487530856293317,0.0897929266292642,14.352693807417191,47.27,0.9942,3.44,0.63,9.81,7
8.1,0.4352,0.2694,2.524400105741811,0.0805009741141934,16.611593894254117,15.56,0.9959,3.36,0.57,11.0,8
6.9,0.4471,0.26,2.050776183896629,0.1006302841430399,12.473785185165204,50.78,0.9968,3.22,0.7,10.93,8
7.28,0.5688,0.2857,2.0863667563677293,0.0906139732463923,20.729728658543102,38.0,0.9989,3.46,0.61,10.58,8
7.59,0.6297,0.2791,2.4365042371669263,0.0814090879600621,17.88159098763959,35.43,0.9991,3.17,0.67,11.73,9
6.68,0.6116,0.3133,2.1757399749883373,0.1252958859268964,15.06114843914804,34.66,0.9937,3.22,0.64,11.97,8
8.44,0.418,0.2758,2.306384219298126,0.105017040954086,7.932147323714518,33.61,0.9981,3.4,0.56,12.46,9
6.97,0.5093,0.3545,2.333272891159007,0.0854315261928543,20.79542695543213,40.17,0.9919,3.23,0.5,11.79,8
7.91,0.5652,0.296,3.4058529941968443,0.0955098549288592,14.779639879155702,42.21,0.9955,3.37,0.46,13.21,10
6.96,0.544,0.3439,3.292343169322972,0.0823429572588493,6.125070922485435,56.07,0.9936,3.37,0.33,8.34,7
7.55,0.6506,0.306,3.524638297410866,0.0661750955119418,21.137165207010128,40.36,0.9979,3.31,0.64,10.15,8
7.54,0.4525,0.2364,3.7450648059512353,0.0455366871565009,24.475632592978634,28.37,0.997,3.37,0.51,9.49,8
7.5,0.5356,0.3321,1.779530753925473,0.1212932528693369,13.87985030749764,62.61,0.9928,3.25,0.73,9.26,7
6.03,0.4807,0.3292,2.528871254171212,0.0712139887816706,9.89893875723842,39.58,0.9944,3.23,0.61,11.12,8
7.72,0.5451,0.1264,2.801338296879094,0.091781827349355,20.567662549092688,38.42,0.9963,3.29,0.72,10.56,8
6.82,0.4121,0.2426,2.942235679854559,0.1052959213004124,22.1561318407188,34.64,0.9958,3.3,0.68,14.45,10
7.96,0.4271,0.3421,3.012722704712509,0.0712189309595857,18.543318974518957,26.0,0.9953,3.21,0.61,8.87,7
4.62,0.447,0.3227,3.9202251400828514,0.0744438565922232,4.6583171242114325,52.23,0.9954,3.11,0.55,7.41,6
5.44,0.4636,0.197,1.951068823908149,0.090383065591367,11.793892848597968,28.07,0.9929,3.42,0.65,12.6,8
7.64,0.6748,0.3129,2.730782526831611,0.0905625874314404,10.473531075682889,50.08,0.9989,3.39,0.57,11.76,9
9.44,0.6375,0.3564,1.2830849003115454,0.0806643727007443,17.826846711818263,37.14,0.9982,3.31,0.46,9.88,8
8.2,0.4987,0.3003,2.917018140940544,0.0588841400835902,22.36062858941594,45.81,0.9976,3.22,0.53,9.7,8
6.38,0.5373,0.1962,0.9076238053844684,0.1057818335709654,15.05660394751937,36.95,0.996,3.57,0.59,9.33,7
5.17,0.3606,0.2308,2.860497861319183,0.0952547133947914,14.226055273111191,43.23,0.9967,3.41,0.63,11.67,8
8.09,0.5021,0.29,3.74083885297026,0.0836383196958369,7.604270117359368,39.9,0.9988,3.15,0.48,14.04,10
7.1,0.536,0.2592,3.121866100920409,0.0960956931832218,8.346521030285018,40.34,0.9949,3.36,0.53,10.45,8
7.91,0.6346,0.3339,1.4362013107080338,0.0151224391657095,15.021792583769184,52.53,0.9957,3.27,0.7,8.41,7
7.34,0.5527,0.3066,1.7251465505504466,0.0812690490135448,22.16259423023084,40.14,0.992,3.47,0.51,9.44,7
7.24,0.5633,0.3682,3.117026404058242,0.071543185500184,12.536931414009391,29.07,0.9963,3.36,0.5,8.57,7
10.75,0.5498,0.321,2.3876269625557542,0.040795756020996,12.094680757803776,24.04,0.9961,3.19,0.74,9.94,9
7.19,0.5469,0.2976,0.3216899122961174,0.090896831253446,9.542316102910936,34.31,0.995,3.18,0.63,8.64,6
7.01,0.3803,0.2543,3.916947608705664,0.060319746817152,8.634147031468249,46.44,0.9971,3.17,0.49,10.84,8
7.05,0.4783,0.3402,2.685618057584332,0.1083239575374188,19.775430156190133,46.04,0.9967,3.32,0.66,12.28,9
6.5,0.6635,0.2703,1.0704544326074146,0.0771646240323751,13.734845976984444,47.97,0.9987,3.13,0.57,9.85,7
8.39,0.6024,0.2187,2.7344047176646504,0.0933315492707995,19.106052908503685,44.12,0.9939,3.03,0.59,9.42,8
6.78,0.5694,0.2724,4.714497101292227,0.0684272474641172,5.794070945891487,43.87,0.9949,3.25,0.54,11.42,9
7.96,0.5267,0.2654,2.353451790864661,0.0964486072587942,13.206486274918245,32.5,0.9976,3.18,0.56,9.12,7
7.54,0.5859,0.2203,2.338441287501988,0.1083442047705775,22.52064337203024,45.7,0.9957,3.26,0.71,8.81,7
8.66,0.4255,0.3114,1.858303452809972,0.0485189689293412,9.189975193875595,54.98,0.9959,3.08,0.72,9.85,8
7.7,0.362,0.263,3.1470183636849387,0.0923605040354829,9.875658957645722,38.74,1.0006,3.29,0.86,10.66,8
5.74,0.4818,0.2898,2.751357278163468,0.0470461348027099,14.365936739292804,46.59,0.9935,3.3,0.49,11.14,8
5.61,0.5738,0.231,3.311842907891528,0.0777081522576383,14.956677347501024,34.26,0.9958,3.19,0.71,11.62,8
8.89,0.5308,0.2618,1.7742480773593163,0.085191424658195,16.440992270137603,50.5,0.9945,3.11,0.61,11.45,9
6.47,0.6214,0.3087,3.2289075698198317,0.0581565928325456,14.405475337149287,46.67,0.998,3.29,0.64,12.76,9
5.62,0.5551,0.2577,1.3219944331648228,0.0733809581811355,15.288531811702596,41.31,0.9948,3.41,0.55,12.46,8
6.4,0.5245,0.2517,2.996469400718646,0.1099363677052083,15.039768083856538,30.58,0.9967,3.05,0.67,11.68,8
8.72,0.6527,0.3792,1.7081198613810182,0.0979066817986156,10.407986697485464,43.52,0.9975,3.3,0.52,12.69,9
5.5,0.6332,0.2858,2.53839474366733,0.100687858345554,12.77379281773446,56.57,0.9975,3.04,0.73,6.48,5
6.16,0.5102,0.3067,0.9413466542319172,0.1126072938079774,8.29247592924473,41.28,0.9965,3.36,0.49,10.25,7
6.4,0.4097,0.3073,2.597935278017198,0.0736873515509177,15.935382523608686,62.93,0.9959,3.24,0.56,10.52,8
5.7,0.4293,0.2748,2.480222786046306,0.1000347375630511,10.56965385933324,27.26,0.9944,3.3,0.59,10.16,7
5.78,0.5039,0.2964,0.9715368463020552,0.0679489182542682,17.695155906634337,32.56,0.996,3.16,0.48,10.31,7
5.38,0.4833,0.2213,4.231205703551006,0.1049646410827822,17.617525297197602,33.08,0.9964,3.42,0.68,10.66,8
6.65,0.6858,0.3424,3.1223483332258914,0.057432931436998,4.476957981602993,40.17,0.997,3.38,0.75,11.82,8
6.77,0.352,0.3323,1.4103329699310774,0.0633953911562171,19.1732147404406,49.33,0.9957,3.45,0.65,11.75,8
6.38,0.5136,0.2795,1.49248731263011,0.1149615074601522,18.39861476009362,34.72,0.9996,3.19,0.52,11.93,8
5.22,0.4134,0.2703,2.2509984807587182,0.0921783138082306,15.538497736506088,40.21,0.9957,3.38,0.46,12.78,8
8.7,0.5317,0.208,1.932399388115828,0.0865844960434588,4.034759290165919,45.77,0.9983,3.71,0.84,12.19,9
5.61,0.5582,0.3215,2.4070963546634934,0.0763939044084112,5.624225838071268,41.43,1.0011,3.15,0.9,9.4,7
7.53,0.4795,0.2572,0.3321921568004753,0.0723806378499608,18.974704716851534,40.77,0.9996,3.29,0.7,9.59,7
5.91,0.573,0.3005,4.192350300194487,0.0785069088109673,12.42947862360798,39.36,0.9975,3.24,0.7,9.26,7
8.0,0.5001,0.198,1.782581037297625,0.0782300371757839,16.45701576664597,54.37,0.9954,3.18,0.68,10.01,8
8.35,0.5021,0.3016,3.7120870029510495,0.0936441293898632,0.8601765769282146,32.16,0.9987,3.36,0.53,12.22,9
6.15,0.4782,0.2612,2.3319770631789867,0.1140268156339766,17.39005317391604,55.54,0.9939,3.34,0.63,9.66,7
4.89,0.5851,0.2706,4.947812887140558,0.0632007772902501,11.317318008930611,34.18,0.9943,3.13,0.57,11.3,8
8.03,0.5339,0.1991,3.3589456866015475,0.0835878926502546,11.164186249281874,46.72,0.9968,3.27,0.61,8.92,7
9.45,0.6773,0.304,3.562407815321972,0.0962280147131055,19.876337843517494,45.72,0.9966,3.12,0.82,10.15,9
7.7,0.647,0.2394,3.695746587898476,0.0744750310741033,13.186138047501526,40.03,0.9964,3.06,0.55,10.43,8
7.39,0.5754,0.2676,2.583496256157807,0.0964545453585623,16.771800506915422,40.58,0.9979,3.36,0.54,13.27,9
8.18,0.3041,0.3102,2.6507141107756325,0.0524580851539989,10.724338341318148,44.61,0.9951,3.38,0.47,7.31,7
8.12,0.3716,0.2657,2.374550245224365,0.1260222320250223,24.729419590923868,38.03,0.9988,3.23,0.62,11.42,9
6.21,0.6186,0.3693,2.861545638077741,0.086781184921019,10.94321434939554,33.8,0.9974,3.2,0.54,12.48,9
6.41,0.4724,0.2251,2.5757720063243577,0.0791136665706334,18.94729425644841,51.34,0.995,3.31,0.43,9.14,7
7.93,0.5435,0.282,2.8621024650685123,0.0657349835812832,12.358221216007845,36.99,0.9985,3.36,0.55,9.31,8
7.03,0.457,0.2907,1.706334714132355,0.0746978589923845,15.741114370067482,40.62,0.9981,3.56,0.59,8.74,7
8.78,0.5718,0.2191,2.0834061350463062,0.0948119730839862,13.995442534284791,38.04,0.9967,3.34,0.61,12.43,9
6.35,0.6158,0.2744,3.0543661007966225,0.1278015011203519,13.701363719047542,42.9,0.9937,3.48,0.58,9.66,7
8.1,0.399,0.2603,2.520992950295887,0.054029669049313,13.440346639602668,47.36,0.9931,3.44,0.52,12.79,9
7.61,0.4386,0.2813,2.984645626739839,0.0780454056693713,10.460882163980813,32.97,0.9961,3.15,0.61,12.26,9
7.05,0.3536,0.2927,3.170970938588443,0.0575527682185638,16.939567343654964,17.12,0.9933,3.14,0.61,11.39,8
8.61,0.5433,0.3399,3.387991402127766,0.0557909504043345,16.114289534284833,61.92,0.9991,3.32,0.5,10.53,9
8.02,0.3535,0.2844,2.993949010465653,0.081797501882947,14.67809670183284,28.25,1.0003,3.33,0.61,9.36,8
5.99,0.4834,0.2974,2.2677287973610936,0.069982928068054,21.585557314322337,42.51,0.9945,3.17,0.68,11.47,8
7.97,0.572,0.345,1.6347727807919132,0.0866844491646476,19.14609010958124,30.64,0.9995,3.23,0.53,9.86,8
8.85,0.7258,0.1908,3.657857230197104,0.0938815209922426,11.48291862161328,39.54,0.9966,3.26,0.54,12.06,10
7.04,0.5568,0.2569,1.8073247816217792,0.0549857225857768,15.619703374304404,21.79,0.9959,3.24,0.54,9.4,7
6.9,0.6453,0.2719,2.5001166340612686,0.0693757740730588,20.25562925650544,60.25,0.9987,3.39,0.67,9.01,7
6.4,0.5459,0.1922,4.117718667715325,0.0744714137674155,14.361947368267703,38.0,0.9977,3.33,0.43,11.26,8
7.18,0.5509,0.2738,1.7070174618793252,0.0366143325812119,15.077609434507195,38.67,0.9951,3.41,0.59,9.3,7
8.02,0.4989,0.1522,2.2275371090564877,0.0748469723411202,12.989071836040504,48.2,0.9971,3.27,0.45,7.97,7
6.22,0.4817,0.3053,2.6184931129917484,0.0544981377437877,12.612938899938923,33.03,0.9977,3.21,0.65,10.24,7
5.58,0.6374,0.1961,0.7134911701300672,0.0755606768744998,19.34231415365585,22.92,1.0008,3.33,0.59,12.75,8
6.75,0.5575,0.2074,1.4310243761264196,0.079069977729499,16.098403860809718,53.47,0.9972,3.49,0.7,11.31,8
5.54,0.5536,0.2962,3.751364850526638,0.042471131518023,18.161486071594933,19.54,0.9968,3.45,0.52,11.54,8
7.83,0.4592,0.1866,2.952096311020096,0.0577289885957449,15.804113726831412,42.34,0.9978,3.36,0.69,10.43,8
6.69,0.4855,0.3727,3.325522268859828,0.0878924584309353,12.676287454120091,25.23,0.9948,3.13,0.54,8.7,7
5.09,0.7267,0.2758,2.755808348318737,0.0977958337148735,9.712628114975749,43.91,0.9975,3.22,0.54,13.78,9
6.78,0.5132,0.2651,0.5471612195915367,0.1179147496654651,13.278281775285771,46.04,0.994,3.24,0.52,12.37,9
6.97,0.6526,0.3302,1.4814519171156617,0.0870158037274669,17.78659012340063,38.37,1.0008,3.4,0.56,9.63,7
7.74,0.468,0.266,0.2738022623109208,0.0668715002324875,17.19372380738616,34.37,0.9965,3.58,0.59,12.99,9
7.03,0.6002,0.282,3.141721600703709,0.0616058342365191,6.990186542699789,32.17,0.9959,3.22,0.5,10.88,8
9.44,0.549,0.2622,5.210259584872848,0.0545004089580044,24.021370599750057,39.76,0.9998,3.25,0.55,10.97,9
6.58,0.4796,0.2449,0.9326253142881156,0.1005493239469195,11.802985042504552,35.78,0.9945,3.37,0.69,10.57,7
7.13,0.5849,0.2886,3.571138705949364,0.0527875720758101,14.547620293851306,30.54,0.9947,3.36,0.61,9.72,8
7.08,0.3657,0.2963,3.589475729115688,0.0644719321022476,16.059113986367702,37.09,0.9956,3.23,0.74,10.78,8
6.86,0.5775,0.2063,2.6867296569257197,0.0774434753408646,23.33753849957263,35.63,0.9951,3.35,0.66,9.38,7
7.37,0.5987,0.2259,1.129488331303642,0.1055057430703262,10.81120411585398,67.71,0.9993,3.49,0.63,7.53,6
7.85,0.5473,0.237,1.633313639114028,0.0922104870941498,10.935254414923456,36.56,0.9939,3.15,0.6,10.58,8
8.81,0.6511,0.2685,0.4799837625091943,0.0772579510487182,10.065950767598045,34.87,0.9969,3.28,0.67,9.74,8
5.32,0.5132,0.2873,2.3744371687080164,0.0926644980399061,16.119121336707245,46.89,0.9942,3.29,0.6,11.13,8
6.59,0.5051,0.3778,2.71751756601182,0.1184609311260795,17.801230057568212,59.05,0.9931,3.47,0.64,9.85,7
6.66,0.5555,0.2838,3.3220485373348785,0.0732755626284265,15.863152167516215,31.71,0.9916,3.34,0.67,10.33,8
8.33,0.6068,0.2613,2.295817123623234,0.1028662301658102,24.23945167714365,38.38,0.9982,3.26,0.53,14.35,10
6.77,0.577,0.2343,1.6522149655555325,0.0923058588164481,13.306445503309654,33.06,0.994,3.14,0.79,11.8,8
4.93,0.4973,0.3193,1.8098837788674005,0.1049171798795156,16.061236967711515,52.22,0.9948,3.23,0.67,12.81,8
7.31,0.4205,0.2694,2.3683717834291302,0.0829353194037895,6.100477183984777,47.31,0.9967,3.22,0.47,9.97,8
7.16,0.5863,0.2871,2.801389971429773,0.0662108197250613,3.1298854788415564,46.53,0.9975,3.18,0.74,10.54,8
7.42,0.441,0.27,3.890970165219674,0.0591079695963624,17.604930470632752,31.73,0.9942,3.2,0.48,9.34,8
5.95,0.4382,0.2975,4.546487286782424,0.0761107516307624,17.617985757206196,41.15,0.9971,3.34,0.69,11.43,8
9.26,0.4545,0.2939,2.492054509452435,0.0597694909677144,9.218302636382234,51.07,0.9993,3.29,0.48,9.54,8
6.81,0.5258,0.2887,1.4221548447298755,0.0513410120402467,14.677629555402236,55.93,0.9965,3.21,0.47,12.5,9
6.97,0.4404,0.2702,3.728423626024623,0.1268507395987009,18.017172557342285,37.18,0.9947,3.28,0.61,14.23,10
6.12,0.4064,0.2747,5.056969702314284,0.0614163444753249,13.450263795733624,45.69,0.9935,3.33,0.74,9.75,8
6.08,0.4541,0.2891,1.7462501944330957,0.0703030669971576,10.90144020499514,50.32,0.9963,3.21,0.61,10.67,8
5.73,0.5017,0.1738,2.0025451258380973,0.082610839725346,14.634208905446483,42.86,0.996,3.22,0.55,10.32,7
6.73,0.5654,0.2683,2.3796591931748945,0.1160633532304535,24.96914392379619,51.33,0.9978,3.33,0.49,12.02,8
6.05,0.5267,0.319,2.522185775142184,0.0933127242701241,19.04592354570323,20.65,0.997,3.34,0.71,10.67,8
9.67,0.412,0.246,1.823584808615092,0.1078579756035182,12.803415064869297,46.27,0.9949,3.23,0.65,13.49,10
4.93,0.5429,0.1655,1.1132973217727478,0.083432042411496,19.47522245012022,40.74,0.9931,3.29,0.55,10.75,7
5.85,0.5523,0.2007,3.112337080822208,0.0806433864621371,16.352163040333142,48.19,0.9932,3.37,0.58,8.52,7
6.72,0.4745,0.2738,2.3648235551774284,0.0842510261469945,15.383014572590444,61.78,0.9962,3.35,0.72,10.89,8
8.01,0.4404,0.234,3.629083718740756,0.1045791302436617,16.68534386978706,47.77,0.9959,3.17,0.74,9.59,8
6.7,0.4403,0.2767,3.044329816940449,0.062162258221206,16.70928040370902,23.96,0.9961,3.28,0.65,8.92,7
8.01,0.4668,0.2691,3.5201166859834947,0.0681999717511603,8.430143415966532,30.01,0.9948,3.24,0.59,10.7,8
6.02,0.7414,0.2465,2.562999746292713,0.0986373192956773,16.298540611307512,47.29,0.9973,3.23,0.54,11.35,8
7.27,0.4311,0.2243,3.2014287659481866,0.1080101490487093,13.255620567728531,47.78,0.997,3.22,0.54,10.88,8
9.29,0.5466,0.2798,1.7726458799558371,0.0509412845519719,14.759836470977932,57.39,0.9991,3.14,0.77,8.44,7
6.04,0.4486,0.2734,3.002550361026916,0.0703044203295955,10.347409266868274,49.15,0.9965,3.52,0.62,9.62,7
7.7,0.4694,0.2638,3.5114098227508985,0.0899510761181041,16.948359064196485,30.67,0.9961,3.29,0.63,11.09,9
7.45,0.4494,0.3136,3.828018640083089,0.0920974247107519,16.003158751187428,62.7,0.9969,3.43,0.77,9.79,8
4.5,0.6001,0.2801,2.2063893993046126,0.1037845582780474,14.855991629848685,36.79,0.9953,3.32,0.4,12.95,8
6.49,0.5579,0.2402,3.1003547513116034,0.1089801057584115,16.333042700002974,42.91,0.9978,3.04,0.79,11.07,8
8.56,0.5071,0.2521,3.806732421889476,0.0717410938044847,16.77616569291949,33.35,0.9966,3.34,0.51,7.77,7
7.36,0.5703,0.2669,0.944377083602198,0.1022293440345831,19.613194069235767,47.44,0.9968,3.51,0.46,10.52,8
5.75,0.5943,0.2762,2.14357647886148,0.0626299780200951,7.787846974311071,55.49,0.998,3.3,0.48,9.46,7
8.03,0.4349,0.3368,3.085092349900024,0.1011945479353846,23.38541893691199,54.57,0.9993,3.25,0.45,10.64,8
6.63,0.5747,0.3544,2.217519768963951,0.076466750163688,15.334663086317724,40.65,0.9964,3.25,0.68,11.76,8
7.63,0.4482,0.2466,1.8463349562233256,0.0889686347380539,13.09221915643194,40.01,0.9954,3.28,0.66,7.67,7
7.65,0.6038,0.219,2.9427397076022115,0.0957497554006728,19.467292086810268,47.76,0.997,3.44,0.7,8.82,7
5.86,0.594,0.2429,2.0355730556240523,0.0977347120164671,14.702457515887232,37.69,0.9948,3.25,0.5,9.89,7
8.15,0.5604,0.291,2.580966075643786,0.0875615816192327,23.306654755667186,50.36,0.9951,3.18,0.66,11.26,9
5.99,0.499,0.3116,0.9588919871031067,0.0865828110360084,16.03430173310722,53.69,0.9994,3.35,0.64,12.64,8
5.63,0.4674,0.2496,2.040955611450236,0.0548563989424476,19.89415520868105,43.93,0.9957,3.46,0.58,12.35,8
6.14,0.4936,0.2243,2.791488461389079,0.0890534605904909,15.194087826822056,34.79,0.9939,3.18,0.71,8.51,7
6.78,0.5969,0.2891,2.411082732591455,0.0670986673978787,13.33377493202106,39.64,0.9953,3.54,0.53,11.19,8
7.33,0.4518,0.3012,2.4666019964462045,0.0701824266271327,18.48315204820976,53.93,0.9947,3.26,0.37,11.0,8
6.27,0.525,0.3217,2.828929299525648,0.0881728381978985,22.50580053836027,69.96,0.9953,3.45,0.71,10.26,8
8.09,0.3452,0.2381,3.605822508986601,0.1117872137316169,21.08793802132311,48.2,0.9927,3.33,0.68,11.44,9
7.5,0.546,0.2864,2.2675899994459567,0.0997977713083127,18.284121638189426,34.26,0.9956,3.39,0.55,9.44,7
6.37,0.4164,0.1884,2.4886893413204527,0.0785922518596029,19.246693108063145,33.17,0.9948,3.34,0.6,10.03,7
8.27,0.3882,0.2647,2.586151714347501,0.0762425133525296,20.144902168485046,40.61,0.9985,3.29,0.59,12.42,9
8.59,0.5719,0.3059,2.03344268337241,0.0657214853529414,20.17200227251729,49.47,0.998,3.08,0.56,11.44,9
7.08,0.541,0.3442,1.725368787753315,0.0811182440534042,20.638984084540848,27.24,0.9949,3.01,0.64,6.65,6
6.94,0.4757,0.2851,3.3555923852329705,0.0335663882569009,5.178629567439948,41.56,0.993,3.32,0.61,10.61,8
5.07,0.4898,0.2579,1.3489472287449011,0.0775358347441288,11.60026847017736,46.57,0.9947,3.28,0.57,8.96,6
6.71,0.7471,0.1997,3.1055898371433317,0.0671195666686276,18.93667704236127,48.12,0.9978,3.36,0.59,13.01,9
6.85,0.5006,0.2814,2.300990730699134,0.0766466834185312,18.66400232947976,41.02,0.9957,3.13,0.46,11.96,8
7.49,0.4999,0.3016,2.1709018235466666,0.0497850063952636,5.024607078043024,25.78,0.9935,3.23,0.53,10.09,8
7.0,0.5852,0.3207,2.835357145482159,0.0717055490204974,13.727142039859777,55.19,0.996,3.28,0.53,12.0,9
7.49,0.5287,0.2822,2.9864517387683507,0.1099150302198214,7.03561827286841,54.5,0.9981,3.41,0.59,9.63,8
9.04,0.6187,0.2222,1.4728178695675085,0.0838183743730094,8.617828300965607,41.89,0.9953,3.4,0.61,11.88,9
6.56,0.5477,0.2977,2.4750262435280304,0.0576321963221228,15.272539941977737,35.98,0.9949,3.16,0.67,10.99,8
6.61,0.5961,0.3545,2.067896024180328,0.0708943050496188,11.82480335758234,38.42,0.9947,3.2,0.58,11.62,8
5.63,0.5643,0.2569,1.7689911479882905,0.0826109758015277,12.54911910889154,37.25,0.9954,3.34,0.54,8.28,6
7.19,0.5845,0.2299,0.4188303603581302,0.034283090825774,12.830521930299923,42.16,0.9964,3.33,0.69,11.0,8
8.37,0.5157,0.2535,3.359447569134816,0.1272041614165038,16.220052898156368,44.21,0.9986,3.33,0.67,9.31,8
5.1,0.5423,0.2693,3.39887401063812,0.0851851662469055,19.10854949672958,27.31,0.9965,3.45,0.59,9.81,7
6.4,0.4929,0.2438,1.3432051956957078,0.0851384542323112,10.253950388270844,24.74,0.9976,3.35,0.51,10.04,7
7.24,0.5804,0.3053,2.401516709809736,0.0956157658907612,14.130071037898482,37.6,0.9965,3.38,0.73,10.07,8
8.22,0.3854,0.2915,1.2836944465664708,0.0912335209493449,16.465796378460624,41.59,0.9941,3.39,0.54,9.8,8
7.66,0.5926,0.2533,2.1513829079277755,0.1087570763465061,13.50139061960268,26.53,0.9987,3.26,0.64,10.6,8
7.59,0.6198,0.269,1.868765694289661,0.1140175513966206,18.676883259782095,43.09,0.9942,3.16,0.51,10.84,8
6.93,0.5942,0.193,3.856809994610881,0.0636794813531436,15.204789431642125,50.87,0.9948,3.5,0.66,9.33,7
7.78,0.5096,0.2861,1.1355206723044424,0.0411702708053502,20.989254634470758,35.21,0.9974,3.32,0.57,9.97,7
8.42,0.5705,0.2003,0.7180111724403131,0.0460797251447627,9.664399117199288,49.83,0.9969,3.22,0.66,10.74,8
5.15,0.4423,0.2561,2.152542987536014,0.1240494593576482,27.462525424425845,31.55,0.9939,3.21,0.56,12.53,8
8.07,0.6037,0.2469,2.2130516139697765,0.0584567418133135,11.975990867018906,44.69,0.9934,3.38,0.77,9.77,8
7.08,0.4101,0.2933,4.467984638860016,0.110102252764426,22.00817902170705,29.13,0.9979,3.14,0.6,12.21,9
6.56,0.5794,0.2478,1.7429747016162704,0.0586672572564094,20.705134206724825,38.03,0.998,3.1,0.62,8.83,7
4.27,0.5733,0.2677,3.977832522159583,0.1059378990151055,23.437888187495044,27.74,0.9962,3.2,0.66,9.3,7
5.54,0.5607,0.3448,3.007246093877531,0.1057342377842343,18.97966792661547,39.33,0.994,3.53,0.76,11.01,8
9.24,0.4753,0.1915,4.155290496426046,0.0846733985292588,11.498482219731857,45.58,0.996,3.39,0.58,11.32,9
6.37,0.596,0.2757,2.780193220908288,0.0672594616992576,0.194678523326937,53.47,0.9986,3.41,0.51,9.1,7
5.9,0.3363,0.3132,0.8898906804103452,0.1030062845728662,11.283638876718936,32.21,0.9966,3.27,0.6,8.84,6
6.65,0.5977,0.2386,1.5757081391571002,0.0689502342362692,20.39726579285273,35.83,0.9947,3.34,0.44,13.38,9
6.31,0.5391,0.271,3.048395284500167,0.1112367598095613,16.179124023083137,22.28,0.9976,3.33,0.46,10.74,8
7.35,0.6251,0.2019,1.6170525224945576,0.0682994957451444,9.871926437837754,45.85,0.9999,3.28,0.79,9.32,7
9.02,0.54,0.1896,4.893570170889888,0.1077414472029527,8.918558967787943,31.05,1.0003,3.29,0.61,11.33,9
6.5,0.7038,0.3061,0.6734838325280983,0.0661519948189533,9.17294017423393,31.25,0.9971,3.28,0.6,12.55,8
7.39,0.4258,0.2536,1.8731601406101015,0.0651569822524326,12.612164617718364,38.71,0.9959,3.25,0.53,12.36,9
5.82,0.5809,0.2044,2.972711379810841,0.094087366014475,14.241463742984395,52.15,0.993,3.3,0.43,8.5,7
9.02,0.4314,0.2463,2.522131301323774,0.0803945663738812,22.6526469108302,30.81,0.9945,3.24,0.72,9.48,8
7.43,0.5074,0.3002,2.0301353446926997,0.0928268181017791,16.42914163223496,51.5,0.9986,3.28,0.62,9.33,7
5.9,0.5942,0.2976,3.9500064080544472,0.1357897348256694,12.04842269696336,47.4,0.9976,3.25,0.49,10.93,8
8.29,0.5825,0.3224,2.5774706861383967,0.0615653852164118,16.891050628759615,40.44,0.9964,3.26,0.55,10.43,8
8.64,0.728,0.2448,3.578520713784094,0.0730124205559452,11.019081181539605,48.99,0.9943,3.36,0.53,8.73,8
7.39,0.4849,0.2386,2.081944881055824,0.0827422805494672,22.50565175585331,39.64,0.9975,3.4,0.64,9.48,7
5.23,0.6486,0.2865,3.543145930208297,0.058956960120362,7.474837958965423,28.66,0.9972,3.27,0.74,9.56,7
9.34,0.4946,0.32,2.73433881122554,0.0469232503275788,17.943349325768438,40.11,0.997,3.35,0.47,8.44,8
7.57,0.4499,0.2513,0.8807167307626929,0.0616041149195906,8.250625887818186,38.54,0.9945,3.33,0.63,12.41,9
8.6,0.3577,0.3179,1.288969844103963,0.0947999624294629,12.89169592529531,28.47,0.9946,3.35,0.56,10.22,8
6.54,0.5363,0.2533,3.6298420664950015,0.0658435032945582,18.2214961544607,50.34,0.9934,3.3,0.49,9.86,8
6.72,0.4679,0.3719,2.5028719172738247,0.0659970376414741,17.224703120546973,32.17,0.9916,3.28,0.51,12.59,9
7.33,0.6048,0.184,3.645731716647034,0.0897147555256996,13.938764144964727,24.08,0.9949,3.26,0.77,8.42,7
8.54,0.4672,0.3467,3.228496794286852,0.0598266563102063,15.489407212280009,31.01,0.9964,3.29,0.44,11.32,9
7.37,0.4723,0.1951,1.3819162172036787,0.0983635444460963,7.246240545736588,43.88,0.9951,3.3,0.58,12.7,9
5.69,0.5555,0.3312,1.3103056367478534,0.1186197379881953,7.468223479546157,51.21,0.9982,3.17,0.59,11.62,8
